xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,CUM_MEAN(height),CUM_MEAN(onpix ),CUM_MEAN(width ),CUM_MEAN(x2bar),CUM_MEAN(x2ybar),CUM_MEAN(xbar ),CUM_MEAN(xbox ),CUM_MEAN(xedge ),CUM_MEAN(xedgey),CUM_MEAN(xy2bar),CUM_MEAN(xybar ),CUM_MEAN(y2bar ),CUM_MEAN(ybar ),CUM_MEAN(ybox ),CUM_MEAN(yedge ),CUM_MEAN(yedgex),CUM_SUM(height),height * x2bar,height * x2ybar,height * xbar ,height * xedge ,height * xedgey,height * xy2bar,height * xybar ,height * y2bar ,height * ybar ,height * yedge ,height * yedgex,onpix  * x2bar,onpix  * x2ybar,onpix  * xedge ,onpix  * xybar ,onpix  * y2bar ,onpix  * yedge ,onpix  * yedgex,width  * x2bar,width  * x2ybar,width  * xbar ,width  * xedgey,width  * xy2bar,width  * xybar ,width  * y2bar ,width  * ybar ,width  * yedgex,x2bar * x2ybar,x2bar * xbar ,x2bar * xedge ,x2bar * xy2bar,x2bar * xybar ,x2bar * y2bar ,x2bar * ybar ,x2bar * yedge ,x2ybar * xbar ,x2ybar * xedge ,x2ybar * xy2bar,x2ybar * xybar ,x2ybar * y2bar ,x2ybar * ybar ,x2ybar * ybox ,x2ybar * yedgex,xbar  * xbox ,xbar  * xedgey,xbar  * xy2bar,xbar  * xybar ,xbar  * y2bar ,xbar  * ybar ,xbar  * ybox ,xbar  * yedgex,xbox  * xy2bar,xbox  * xybar ,xbox  * ybar ,xbox  * yedgex,xedge  * y2bar ,xedge  * yedge ,xedgey * xy2bar,xedgey * xybar ,xedgey * yedgex,xy2bar * xybar ,xy2bar * y2bar ,xy2bar * ybar ,xy2bar * ybox ,xy2bar * yedgex,xybar  * y2bar ,xybar  * ybar ,xybar  * ybox ,xybar  * yedgex,y2bar  * ybar ,y2bar  * yedge ,y2bar  * yedgex,ybar  * ybox ,ybar  * yedgex,ybox  * yedgex
12,14,12,8,5,9,10,4,3,5,10,7,10,12,2,6,5.571428571428571,3.6785714285714284,5.464285714285714,4.785714285714286,5.642857142857143,7.75,4.714285714285714,3.0714285714285716,7.821428571428571,8.535714285714286,8.464285714285714,5.321428571428571,7.285714285714286,7.928571428571429,3.9642857142857144,7.714285714285714,156.0,32.0,80.0,72.0,80.0,96.0,56.0,40.0,24.0,80.0,16.0,48.0,20.0,50.0,50.0,25.0,15.0,10.0,30.0,48.0,120.0,108.0,144.0,84.0,60.0,36.0,120.0,72.0,40.0,36.0,40.0,28.0,20.0,12.0,40.0,8.0,90.0,100.0,70.0,50.0,30.0,100.0,140.0,60.0,108.0,108.0,63.0,45.0,27.0,90.0,126.0,54.0,84.0,60.0,120.0,72.0,30.0,20.0,84.0,60.0,72.0,35.0,21.0,70.0,98.0,42.0,15.0,50.0,70.0,30.0,30.0,6.0,18.0,140.0,60.0,84.0
6,9,8,7,6,8,6,6,7,7,7,9,6,8,4,8,5.620689655172414,3.7586206896551726,5.551724137931035,4.827586206896552,5.689655172413793,7.758620689655173,4.758620689655173,3.1724137931034484,7.827586206896552,8.551724137931034,8.413793103448276,5.379310344827586,7.241379310344827,7.9655172413793105,3.9655172413793105,7.724137931034483,163.0,42.0,49.0,56.0,42.0,56.0,63.0,49.0,49.0,42.0,28.0,56.0,36.0,42.0,36.0,42.0,42.0,24.0,48.0,48.0,56.0,64.0,64.0,72.0,56.0,56.0,48.0,64.0,42.0,48.0,36.0,54.0,42.0,42.0,36.0,24.0,56.0,42.0,63.0,49.0,49.0,42.0,63.0,56.0,48.0,64.0,72.0,56.0,56.0,48.0,72.0,64.0,54.0,42.0,36.0,48.0,42.0,24.0,72.0,56.0,64.0,63.0,63.0,54.0,81.0,72.0,49.0,42.0,63.0,56.0,42.0,28.0,56.0,54.0,48.0,72.0
3,6,4,4,2,6,6,5,5,6,6,9,2,8,4,8,5.566666666666666,3.7,5.5,4.833333333333333,5.7,7.7,4.7,3.1333333333333333,7.833333333333333,8.566666666666666,8.333333333333334,5.366666666666666,7.2,7.9,3.966666666666667,7.733333333333333,167.0,20.0,24.0,24.0,8.0,32.0,36.0,24.0,20.0,24.0,16.0,32.0,10.0,12.0,4.0,12.0,10.0,8.0,16.0,20.0,24.0,24.0,32.0,36.0,24.0,20.0,24.0,32.0,30.0,30.0,10.0,45.0,30.0,25.0,30.0,20.0,36.0,12.0,54.0,36.0,30.0,36.0,36.0,48.0,18.0,48.0,54.0,36.0,30.0,36.0,36.0,48.0,27.0,18.0,18.0,24.0,10.0,8.0,72.0,48.0,64.0,54.0,45.0,54.0,54.0,72.0,30.0,36.0,36.0,48.0,30.0,20.0,40.0,36.0,48.0,48.0
2,3,3,4,1,0,1,5,6,0,0,6,0,8,0,8,5.516129032258065,3.6129032258064515,5.419354838709677,4.838709677419355,5.516129032258065,7.451612903225806,4.612903225806452,3.032258064516129,7.838709677419355,8.483870967741936,8.064516129032258,5.387096774193548,7.0,7.741935483870968,3.838709677419355,7.741935483870968,171.0,20.0,0.0,0.0,0.0,32.0,24.0,0.0,24.0,4.0,0.0,32.0,5.0,0.0,0.0,0.0,6.0,0.0,8.0,15.0,0.0,0.0,24.0,18.0,0.0,18.0,3.0,24.0,0.0,0.0,0.0,30.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,16.0,0.0,0.0,48.0,0.0,64.0,0.0,36.0,6.0,18.0,48.0,0.0,0.0,0.0,0.0,6.0,0.0,48.0,3.0,8.0,24.0
1,3,3,1,1,6,4,1,7,8,3,10,0,7,2,9,5.375,3.53125,5.34375,4.71875,5.4375,7.40625,4.5,2.9375,7.8125,8.53125,8.0625,5.4375,6.90625,7.59375,3.78125,7.78125,172.0,1.0,3.0,6.0,0.0,7.0,10.0,8.0,7.0,4.0,2.0,9.0,1.0,3.0,0.0,8.0,7.0,2.0,9.0,3.0,9.0,18.0,21.0,30.0,24.0,21.0,12.0,27.0,3.0,6.0,0.0,10.0,8.0,7.0,4.0,2.0,18.0,0.0,30.0,24.0,21.0,12.0,9.0,27.0,6.0,42.0,60.0,48.0,42.0,24.0,18.0,54.0,10.0,8.0,4.0,9.0,0.0,0.0,70.0,56.0,63.0,80.0,70.0,40.0,30.0,90.0,56.0,32.0,24.0,72.0,28.0,14.0,63.0,12.0,36.0,27.0
8,12,8,6,4,3,10,4,7,12,11,9,3,7,3,4,5.393939393939394,3.5454545454545454,5.424242424242424,4.696969696969697,5.606060606060606,7.2727272727272725,4.606060606060606,2.9393939393939394,7.787878787878788,8.545454545454545,8.181818181818182,5.484848484848484,7.0,7.7272727272727275,3.757575757575758,7.666666666666667,178.0,24.0,66.0,18.0,18.0,42.0,54.0,72.0,42.0,60.0,18.0,24.0,16.0,44.0,12.0,48.0,28.0,12.0,16.0,32.0,88.0,24.0,56.0,72.0,96.0,56.0,80.0,32.0,44.0,12.0,12.0,36.0,48.0,28.0,40.0,12.0,33.0,33.0,99.0,132.0,77.0,110.0,132.0,44.0,24.0,21.0,27.0,36.0,21.0,30.0,36.0,12.0,72.0,96.0,80.0,32.0,21.0,9.0,63.0,84.0,28.0,108.0,63.0,90.0,108.0,36.0,84.0,120.0,144.0,48.0,70.0,21.0,28.0,120.0,40.0,48.0
5,9,7,7,10,9,8,4,4,6,8,6,6,11,8,7,5.4411764705882355,3.735294117647059,5.470588235294118,4.676470588235294,5.676470588235294,7.323529411764706,4.617647058823529,3.0294117647058822,7.882352941176471,8.470588235294118,8.117647058823529,5.4411764705882355,7.029411764705882,7.764705882352941,3.8823529411764706,7.647058823529412,185.0,28.0,56.0,63.0,42.0,77.0,42.0,42.0,28.0,56.0,56.0,49.0,40.0,80.0,60.0,60.0,40.0,80.0,70.0,28.0,56.0,63.0,77.0,42.0,42.0,28.0,56.0,49.0,32.0,36.0,24.0,24.0,24.0,16.0,32.0,32.0,72.0,48.0,48.0,48.0,32.0,64.0,72.0,56.0,45.0,99.0,54.0,54.0,36.0,72.0,81.0,63.0,30.0,30.0,40.0,35.0,24.0,48.0,66.0,66.0,77.0,36.0,24.0,48.0,54.0,42.0,24.0,48.0,54.0,42.0,32.0,32.0,28.0,72.0,56.0,63.0
6,9,9,7,6,5,6,3,5,10,9,9,8,5,2,7,5.485714285714286,3.8,5.571428571428571,4.628571428571429,5.771428571428571,7.257142857142857,4.6571428571428575,3.1714285714285713,7.8,8.485714285714286,8.17142857142857,5.428571428571429,7.0,7.8,3.8285714285714287,7.628571428571429,192.0,21.0,63.0,35.0,56.0,35.0,63.0,70.0,35.0,42.0,14.0,49.0,18.0,54.0,48.0,60.0,30.0,12.0,42.0,27.0,81.0,45.0,45.0,81.0,90.0,45.0,54.0,63.0,27.0,15.0,24.0,27.0,30.0,15.0,18.0,6.0,45.0,72.0,81.0,90.0,45.0,54.0,81.0,63.0,30.0,25.0,45.0,50.0,25.0,30.0,45.0,35.0,54.0,60.0,36.0,42.0,40.0,16.0,45.0,50.0,35.0,90.0,45.0,54.0,81.0,63.0,50.0,60.0,90.0,70.0,30.0,10.0,35.0,54.0,42.0,63.0
4,7,6,5,3,6,6,6,8,6,5,9,3,10,4,8,5.472222222222222,3.7777777777777777,5.583333333333333,4.666666666666667,5.75,7.222222222222222,4.638888888888889,3.1666666666666665,7.861111111111111,8.5,8.11111111111111,5.5,6.972222222222222,7.777777777777778,3.8333333333333335,7.638888888888889,197.0,30.0,25.0,30.0,15.0,50.0,45.0,30.0,40.0,30.0,20.0,40.0,18.0,15.0,9.0,18.0,24.0,12.0,24.0,36.0,30.0,36.0,60.0,54.0,36.0,48.0,36.0,48.0,30.0,36.0,18.0,54.0,36.0,48.0,36.0,24.0,30.0,15.0,45.0,30.0,40.0,30.0,35.0,40.0,24.0,60.0,54.0,36.0,48.0,36.0,42.0,48.0,36.0,24.0,24.0,32.0,24.0,12.0,90.0,60.0,80.0,54.0,72.0,54.0,63.0,72.0,48.0,36.0,42.0,48.0,48.0,32.0,64.0,42.0,48.0,56.0
4,7,5,5,3,7,7,8,6,7,6,8,3,8,3,8,5.45945945945946,3.7567567567567566,5.5675675675675675,4.756756756756757,5.756756756756757,7.216216216216216,4.621621621621622,3.1621621621621623,7.864864864864865,8.486486486486486,8.08108108108108,5.513513513513513,6.972972972972973,7.756756756756757,3.810810810810811,7.648648648648648,202.0,40.0,30.0,35.0,15.0,40.0,40.0,35.0,30.0,35.0,15.0,40.0,24.0,18.0,9.0,21.0,18.0,9.0,24.0,40.0,30.0,35.0,40.0,40.0,35.0,30.0,35.0,40.0,48.0,56.0,24.0,64.0,56.0,48.0,56.0,24.0,42.0,18.0,48.0,42.0,36.0,42.0,42.0,48.0,28.0,56.0,56.0,49.0,42.0,49.0,49.0,56.0,32.0,28.0,28.0,32.0,18.0,9.0,64.0,56.0,64.0,56.0,48.0,56.0,56.0,64.0,42.0,49.0,49.0,56.0,42.0,18.0,48.0,49.0,56.0,56.0
3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8,5.421052631578948,3.710526315789474,5.526315789473684,4.842105263157895,5.7631578947368425,7.131578947368421,4.578947368421052,3.0789473684210527,7.921052631578948,8.342105263157896,8.157894736842104,5.394736842105263,7.157894736842105,7.7105263157894735,3.8157894736842106,7.657894736842105,206.0,32.0,24.0,16.0,0.0,40.0,12.0,44.0,4.0,56.0,16.0,32.0,16.0,12.0,0.0,22.0,2.0,8.0,16.0,32.0,24.0,16.0,40.0,12.0,44.0,4.0,56.0,32.0,48.0,32.0,0.0,24.0,88.0,8.0,112.0,32.0,24.0,0.0,18.0,66.0,6.0,84.0,36.0,48.0,12.0,40.0,12.0,44.0,4.0,56.0,24.0,32.0,9.0,33.0,42.0,24.0,0.0,0.0,30.0,110.0,80.0,33.0,3.0,42.0,18.0,24.0,11.0,154.0,66.0,88.0,14.0,4.0,8.0,84.0,112.0,48.0
4,9,5,6,6,8,5,4,3,7,5,11,6,8,5,11,5.435897435897436,3.769230769230769,5.512820512820513,4.82051282051282,5.743589743589744,7.153846153846154,4.564102564102564,3.1538461538461537,7.923076923076923,8.41025641025641,8.128205128205128,5.333333333333333,7.102564102564102,7.743589743589744,3.8461538461538463,7.743589743589744,212.0,24.0,30.0,48.0,36.0,48.0,66.0,42.0,18.0,30.0,30.0,66.0,24.0,30.0,36.0,42.0,18.0,30.0,66.0,20.0,25.0,40.0,40.0,55.0,35.0,15.0,25.0,55.0,20.0,32.0,24.0,44.0,28.0,12.0,20.0,20.0,40.0,30.0,55.0,35.0,15.0,25.0,45.0,55.0,32.0,64.0,88.0,56.0,24.0,40.0,72.0,88.0,44.0,28.0,20.0,44.0,18.0,30.0,88.0,56.0,88.0,77.0,33.0,55.0,99.0,121.0,21.0,35.0,63.0,77.0,15.0,15.0,33.0,45.0,55.0,99.0
3,4,3,6,2,3,8,6,10,7,6,15,0,8,7,8,5.45,3.725,5.45,4.85,5.75,7.05,4.525,3.075,7.925,8.575,8.1,5.45,7.125,7.65,3.925,7.75,218.0,36.0,36.0,18.0,0.0,48.0,90.0,42.0,60.0,48.0,42.0,48.0,12.0,12.0,0.0,14.0,20.0,14.0,16.0,18.0,18.0,9.0,24.0,45.0,21.0,30.0,24.0,24.0,36.0,18.0,0.0,90.0,42.0,60.0,48.0,42.0,18.0,0.0,90.0,42.0,60.0,48.0,24.0,48.0,9.0,24.0,45.0,21.0,30.0,24.0,12.0,24.0,45.0,21.0,24.0,24.0,0.0,0.0,120.0,56.0,64.0,105.0,150.0,120.0,60.0,120.0,70.0,56.0,28.0,56.0,80.0,70.0,80.0,32.0,64.0,32.0
5,11,8,8,4,8,8,1,8,10,5,7,3,8,4,8,5.512195121951219,3.731707317073171,5.512195121951219,4.7560975609756095,5.7317073170731705,7.073170731707317,4.536585365853658,3.073170731707317,7.926829268292683,8.536585365853659,8.146341463414634,5.512195121951219,7.146341463414634,7.7317073170731705,3.926829268292683,7.7560975609756095,226.0,8.0,40.0,64.0,24.0,64.0,56.0,80.0,64.0,64.0,32.0,64.0,4.0,20.0,12.0,40.0,32.0,16.0,32.0,8.0,40.0,64.0,64.0,56.0,80.0,64.0,64.0,64.0,5.0,8.0,3.0,7.0,10.0,8.0,8.0,4.0,40.0,15.0,35.0,50.0,40.0,40.0,55.0,40.0,40.0,64.0,56.0,80.0,64.0,64.0,88.0,64.0,35.0,50.0,40.0,40.0,24.0,12.0,56.0,80.0,64.0,70.0,56.0,56.0,77.0,56.0,80.0,80.0,110.0,80.0,64.0,32.0,64.0,88.0,64.0,88.0
3,7,4,5,4,7,7,5,8,8,8,9,3,9,6,9,5.5,3.738095238095238,5.476190476190476,4.761904761904762,5.785714285714286,7.071428571428571,4.5,3.0714285714285716,7.9523809523809526,8.547619047619047,8.142857142857142,5.571428571428571,7.142857142857143,7.714285714285714,3.9761904761904763,7.785714285714286,231.0,25.0,40.0,35.0,15.0,45.0,45.0,40.0,40.0,35.0,30.0,45.0,20.0,32.0,12.0,32.0,32.0,24.0,36.0,20.0,32.0,28.0,36.0,36.0,32.0,32.0,28.0,36.0,40.0,35.0,15.0,45.0,40.0,40.0,35.0,30.0,56.0,24.0,72.0,64.0,64.0,56.0,56.0,72.0,21.0,63.0,63.0,56.0,56.0,49.0,49.0,63.0,27.0,24.0,21.0,27.0,24.0,18.0,81.0,72.0,81.0,72.0,72.0,63.0,63.0,81.0,64.0,56.0,56.0,72.0,56.0,48.0,72.0,49.0,63.0,63.0
4,6,7,4,3,9,7,2,8,11,3,7,3,8,4,9,5.465116279069767,3.7209302325581395,5.511627906976744,4.6976744186046515,5.72093023255814,7.116279069767442,4.488372093023256,3.0697674418604652,7.953488372093023,8.511627906976743,8.209302325581396,5.627906976744186,7.1395348837209305,7.674418604651163,3.9767441860465116,7.813953488372093,235.0,8.0,12.0,36.0,12.0,32.0,28.0,44.0,32.0,28.0,16.0,36.0,6.0,9.0,9.0,33.0,24.0,12.0,27.0,14.0,21.0,63.0,56.0,49.0,77.0,56.0,49.0,63.0,6.0,18.0,6.0,14.0,22.0,16.0,14.0,8.0,27.0,9.0,21.0,33.0,24.0,21.0,18.0,27.0,36.0,72.0,63.0,99.0,72.0,63.0,54.0,81.0,28.0,44.0,28.0,36.0,24.0,12.0,56.0,88.0,72.0,77.0,56.0,49.0,42.0,63.0,88.0,77.0,66.0,99.0,56.0,32.0,72.0,42.0,63.0,54.0
4,5,5,8,3,7,6,8,8,6,6,10,1,8,6,11,5.5227272727272725,3.7045454545454546,5.5,4.7727272727272725,5.7272727272727275,7.113636363636363,4.4772727272727275,3.022727272727273,7.954545454545454,8.545454545454545,8.159090909090908,5.681818181818182,7.113636363636363,7.613636363636363,4.0227272727272725,7.886363636363637,243.0,64.0,48.0,56.0,8.0,64.0,80.0,48.0,64.0,48.0,48.0,88.0,24.0,18.0,3.0,18.0,24.0,18.0,33.0,40.0,30.0,35.0,40.0,50.0,30.0,40.0,30.0,55.0,48.0,56.0,8.0,80.0,48.0,64.0,48.0,48.0,42.0,6.0,60.0,36.0,48.0,36.0,30.0,66.0,28.0,56.0,70.0,42.0,56.0,42.0,35.0,77.0,40.0,24.0,24.0,44.0,8.0,6.0,80.0,48.0,88.0,60.0,80.0,60.0,50.0,110.0,48.0,36.0,30.0,66.0,48.0,48.0,88.0,30.0,66.0,55.0
7,9,6,5,2,8,10,4,5,8,10,5,4,12,3,8,5.511111111111111,3.6666666666666665,5.511111111111111,4.7555555555555555,5.822222222222222,7.133333333333334,4.533333333333333,3.0444444444444443,8.044444444444444,8.466666666666667,8.155555555555555,5.666666666666667,7.177777777777778,7.644444444444445,4.0,7.888888888888889,248.0,20.0,50.0,40.0,20.0,60.0,25.0,40.0,25.0,50.0,15.0,40.0,8.0,20.0,8.0,16.0,10.0,6.0,16.0,24.0,60.0,48.0,72.0,30.0,48.0,30.0,60.0,48.0,40.0,32.0,16.0,20.0,32.0,20.0,40.0,12.0,80.0,40.0,50.0,80.0,50.0,100.0,90.0,80.0,56.0,96.0,40.0,64.0,40.0,80.0,72.0,64.0,35.0,56.0,70.0,56.0,20.0,12.0,60.0,96.0,96.0,40.0,25.0,50.0,45.0,40.0,40.0,80.0,72.0,64.0,50.0,15.0,40.0,90.0,80.0,72.0
4,10,5,7,5,8,7,3,8,5,6,6,3,8,6,8,5.543478260869565,3.6956521739130435,5.5,4.717391304347826,5.826086956521739,7.1521739130434785,4.521739130434782,3.0434782608695654,8.043478260869565,8.41304347826087,8.08695652173913,5.717391304347826,7.173913043478261,7.695652173913044,4.043478260869565,7.891304347826087,255.0,21.0,42.0,56.0,21.0,56.0,42.0,35.0,56.0,49.0,42.0,56.0,15.0,30.0,15.0,25.0,40.0,30.0,40.0,15.0,30.0,40.0,40.0,30.0,25.0,40.0,35.0,40.0,18.0,24.0,9.0,18.0,15.0,24.0,21.0,18.0,48.0,18.0,36.0,30.0,48.0,42.0,60.0,48.0,32.0,64.0,48.0,40.0,64.0,56.0,80.0,64.0,24.0,20.0,28.0,32.0,24.0,18.0,48.0,40.0,64.0,30.0,48.0,42.0,60.0,48.0,40.0,35.0,50.0,40.0,56.0,48.0,64.0,70.0,56.0,80.0
5,9,6,7,8,7,9,5,3,7,9,8,6,8,3,8,5.574468085106383,3.7872340425531914,5.51063829787234,4.723404255319149,5.8936170212765955,7.148936170212766,4.531914893617022,3.106382978723404,8.042553191489361,8.404255319148936,8.063829787234043,5.659574468085107,7.212765957446808,7.723404255319149,4.0212765957446805,7.8936170212765955,262.0,35.0,63.0,49.0,42.0,56.0,56.0,49.0,21.0,63.0,21.0,56.0,40.0,72.0,48.0,56.0,24.0,24.0,64.0,30.0,54.0,42.0,48.0,48.0,42.0,18.0,54.0,48.0,45.0,35.0,30.0,40.0,35.0,15.0,45.0,15.0,63.0,54.0,72.0,63.0,27.0,81.0,81.0,72.0,35.0,56.0,56.0,49.0,21.0,63.0,63.0,56.0,40.0,35.0,45.0,40.0,18.0,18.0,64.0,56.0,64.0,56.0,24.0,72.0,72.0,64.0,21.0,63.0,63.0,56.0,27.0,9.0,24.0,81.0,72.0,72.0
1,3,2,1,1,7,7,5,6,7,5,10,1,9,3,9,5.479166666666667,3.7291666666666665,5.4375,4.729166666666667,5.875,7.145833333333333,4.458333333333333,3.0625,8.0625,8.4375,8.041666666666666,5.666666666666667,7.208333333333333,7.625,4.0,7.916666666666667,263.0,5.0,5.0,7.0,1.0,9.0,10.0,7.0,6.0,7.0,3.0,9.0,5.0,5.0,1.0,7.0,6.0,3.0,9.0,10.0,10.0,14.0,18.0,20.0,14.0,12.0,14.0,18.0,25.0,35.0,5.0,50.0,35.0,30.0,35.0,15.0,35.0,5.0,50.0,35.0,30.0,35.0,15.0,45.0,7.0,63.0,70.0,49.0,42.0,49.0,21.0,63.0,10.0,7.0,7.0,9.0,6.0,3.0,90.0,63.0,81.0,70.0,60.0,70.0,30.0,90.0,42.0,49.0,21.0,63.0,42.0,18.0,54.0,21.0,63.0,27.0
8,10,8,6,6,7,7,3,5,8,4,8,6,6,7,7,5.489795918367347,3.7755102040816326,5.489795918367347,4.6938775510204085,5.836734693877551,7.142857142857143,4.530612244897959,3.122448979591837,8.020408163265307,8.428571428571429,8.040816326530612,5.653061224489796,7.204081632653061,7.673469387755102,4.061224489795919,7.8979591836734695,269.0,18.0,24.0,42.0,36.0,36.0,48.0,48.0,30.0,42.0,42.0,42.0,18.0,24.0,36.0,48.0,30.0,42.0,42.0,24.0,32.0,56.0,48.0,64.0,64.0,40.0,56.0,56.0,12.0,21.0,18.0,24.0,24.0,15.0,21.0,21.0,28.0,24.0,32.0,32.0,20.0,28.0,40.0,28.0,56.0,42.0,56.0,56.0,35.0,49.0,70.0,49.0,64.0,64.0,56.0,56.0,30.0,42.0,48.0,48.0,42.0,64.0,40.0,56.0,80.0,56.0,40.0,56.0,80.0,56.0,35.0,35.0,35.0,70.0,49.0,70.0
3,9,4,7,2,7,5,6,10,5,6,10,0,9,9,8,5.52,3.74,5.46,4.72,5.84,7.14,4.5,3.06,8.04,8.46,7.98,5.74,7.16,7.7,4.16,7.9,276.0,42.0,42.0,49.0,0.0,63.0,70.0,35.0,70.0,35.0,63.0,56.0,12.0,12.0,0.0,10.0,20.0,18.0,16.0,24.0,24.0,28.0,36.0,40.0,20.0,40.0,20.0,32.0,36.0,42.0,0.0,60.0,30.0,60.0,30.0,54.0,42.0,0.0,60.0,30.0,60.0,30.0,54.0,48.0,21.0,63.0,70.0,35.0,70.0,35.0,63.0,56.0,30.0,15.0,15.0,24.0,0.0,0.0,90.0,45.0,72.0,50.0,100.0,50.0,90.0,80.0,50.0,25.0,45.0,40.0,50.0,90.0,80.0,45.0,40.0,72.0
7,11,9,8,8,9,5,6,4,7,8,8,3,9,8,3,5.568627450980392,3.823529411764706,5.529411764705882,4.745098039215686,5.882352941176471,7.176470588235294,4.549019607843137,3.0588235294117645,8.058823529411764,8.450980392156863,7.96078431372549,5.705882352941177,7.117647058823529,7.764705882352941,4.235294117647059,7.803921568627451,284.0,48.0,64.0,72.0,24.0,72.0,64.0,56.0,32.0,40.0,64.0,24.0,48.0,64.0,24.0,56.0,32.0,64.0,24.0,54.0,72.0,81.0,81.0,72.0,63.0,36.0,45.0,27.0,48.0,54.0,18.0,48.0,42.0,24.0,30.0,48.0,72.0,24.0,64.0,56.0,32.0,40.0,88.0,24.0,63.0,81.0,72.0,63.0,36.0,45.0,99.0,27.0,56.0,49.0,35.0,21.0,12.0,24.0,72.0,63.0,27.0,56.0,32.0,40.0,88.0,24.0,28.0,35.0,77.0,21.0,20.0,32.0,12.0,55.0,15.0,33.0
3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,5.538461538461538,3.769230769230769,5.480769230769231,4.769230769230769,5.788461538461538,7.0576923076923075,4.519230769230769,3.0,8.057692307692308,8.384615384615385,7.8076923076923075,5.711538461538462,6.980769230769231,7.730769230769231,4.153846153846154,7.8076923076923075,288.0,24.0,4.0,4.0,0.0,32.0,20.0,0.0,24.0,0.0,0.0,32.0,6.0,1.0,0.0,0.0,6.0,0.0,8.0,18.0,3.0,3.0,24.0,15.0,0.0,18.0,0.0,24.0,6.0,6.0,0.0,30.0,0.0,36.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,6.0,8.0,3.0,8.0,5.0,0.0,6.0,0.0,6.0,8.0,15.0,0.0,0.0,24.0,0.0,0.0,40.0,0.0,64.0,0.0,30.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0
2,4,4,3,2,6,10,1,7,8,11,8,1,11,2,7,5.490566037735849,3.7358490566037736,5.452830188679245,4.69811320754717,5.886792452830188,7.037735849056604,4.471698113207547,2.9622641509433962,8.11320754716981,8.377358490566039,7.811320754716981,5.735849056603773,7.037735849056604,7.660377358490566,4.113207547169812,7.7924528301886795,291.0,3.0,33.0,18.0,3.0,33.0,24.0,24.0,21.0,30.0,6.0,21.0,2.0,22.0,2.0,16.0,14.0,4.0,14.0,4.0,44.0,24.0,44.0,32.0,32.0,28.0,40.0,28.0,11.0,6.0,1.0,8.0,8.0,7.0,10.0,2.0,66.0,11.0,88.0,88.0,77.0,110.0,44.0,77.0,12.0,66.0,48.0,48.0,42.0,60.0,24.0,42.0,16.0,16.0,20.0,14.0,7.0,2.0,88.0,88.0,77.0,64.0,56.0,80.0,32.0,56.0,56.0,80.0,32.0,56.0,70.0,14.0,49.0,40.0,70.0,28.0
4,5,6,6,5,8,10,4,4,7,7,9,3,7,7,5,5.5,3.759259259259259,5.462962962962963,4.685185185185185,5.907407407407407,7.055555555555555,4.462962962962963,2.962962962962963,8.092592592592593,8.38888888888889,7.796296296296297,5.703703703703703,7.092592592592593,7.611111111111111,4.166666666666667,7.7407407407407405,297.0,24.0,42.0,48.0,18.0,42.0,54.0,42.0,24.0,60.0,42.0,30.0,20.0,35.0,15.0,35.0,20.0,35.0,25.0,24.0,42.0,48.0,42.0,54.0,42.0,24.0,60.0,30.0,28.0,32.0,12.0,36.0,28.0,16.0,40.0,28.0,56.0,21.0,63.0,49.0,28.0,70.0,35.0,35.0,32.0,56.0,72.0,56.0,32.0,80.0,40.0,40.0,36.0,28.0,40.0,20.0,12.0,21.0,63.0,49.0,35.0,63.0,36.0,90.0,45.0,45.0,28.0,70.0,35.0,35.0,40.0,28.0,20.0,50.0,50.0,25.0
4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8,5.509090909090909,3.7636363636363637,5.454545454545454,4.7272727272727275,5.872727272727273,7.054545454545455,4.454545454545454,2.9454545454545453,8.072727272727272,8.363636363636363,7.8,5.7272727272727275,7.109090909090909,7.636363636363637,4.254545454545455,7.745454545454545,303.0,42.0,24.0,42.0,12.0,42.0,42.0,48.0,42.0,48.0,54.0,48.0,28.0,16.0,8.0,32.0,28.0,36.0,32.0,35.0,20.0,35.0,35.0,35.0,40.0,35.0,40.0,40.0,28.0,49.0,14.0,49.0,56.0,49.0,56.0,63.0,28.0,8.0,28.0,32.0,28.0,32.0,36.0,32.0,28.0,49.0,49.0,56.0,49.0,56.0,63.0,56.0,28.0,32.0,32.0,32.0,14.0,18.0,49.0,56.0,56.0,56.0,49.0,56.0,63.0,56.0,56.0,64.0,72.0,64.0,56.0,63.0,56.0,72.0,64.0,72.0
